name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Epiclepsy,d. Strictly - Shockley's,"TR, 2 pitches, 110'",New York,"Nice 5.7-5.8 face climbing leads up to and over a big roof. [Note, we only did the first pitch, Williams describes a second pitch also],Look straight up from the start of ,. The lip of the huge roof above you has some little right facing corner-breaks in it, about 12-15' right of the Strictly P1 bolts. Note, the bigger corner/break in line with the Shockley's starting corner is too far right., , anchor, noting that Strictly sees a lot of traffic. Set up the bolts to TR, and step right over the tree. A directional can be set about 12' straight right of the bolts. I got a green, red, and yellow C4 right next to each other in a flare about 5' above the lip. The flare would also take a #3 C4. ,This would be a mighty serious lead. There is no gear between the ledge at 2/3 height and the end of the",2, 5.10+,Begin by gaining the,http://www.mountainproject.com/v/epiclepsy/109269725,mountainproject.com/v/d-strictly---shockleys/107039667,2.0,"Look straight up from the start of ,. The lip of the huge roof above you has some little right facing corner-breaks in it, about 12-15' right of the Strictly P1 bolts. Note, the bigger corner/break in line with the Shockley's starting corner is too far right., , anchor, noting that Strictly sees a lot of traffic. Set up the bolts to TR, and step right over the tree. A directional can be set about 12' straight right of the bolts. I got a green, red, and yellow C4 right next to each other in a flare about 5' above the lip. The flare would also take a #3 C4. , ,This would be a mighty serious lead. There is no gear between the ledge at 2/3 height and the end of",10.0,1,0,0,0,0,0,2.0,110.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calisthenic,d. Strictly - Shockley's,"Trad, 3 pitches, 225'",New York,"This climb is really not worth doing, and the latter parts of P2 and P3 have some manky rock. I am 5'7"" and had no trouble with the opening jump. My 6'3"" partner reached the holds w/o jumping. It's probably best to be sure your second can make the jump so rope stretch does not create an ankle buster. I'd definitely advise against combining pitches for the same reason. ,P1 - Jump for the good holds just above the overhang (crux). Work your way up the path of least resistance past some grassy ledges and a lower-angled face to a belay below a left-facing corner. ,P2 - Move up the inside corner until the path of least resistance lures you right to the outside corner and up to a ledge. Step right and up the face to the GT ledge. ,P3 - Climb the crack and right-facing corner to an overhang, move left (crux) and up to a bolted belay/rap anchor. ,There are numerous variations and several ways to go on both the first and second pitches.,",10, 5.7,Standard Gunks Rack.,http://www.mountainproject.com/v/calisthenic/106134457,mountainproject.com/v/d-strictly---shockleys/107039667,1.8,"About 35 feet right of the , arete, at a long overhang about 6 feet above the ground.,Standard Gunks",7.0,0,0,1,0,0,0,3.0,225.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Armadillo's Delight,d. Strictly - Shockley's,"Trad, 1 pitch, 70'",New York,"Covered in lichen. Could be better if cleaned up quite a bit but cannot be recommended at the moment. ,Climb up small corner/face to a rest stance (5.7, unprotected). Move up the face aiming for two tiny right-facing corners. Climb past a difficult section (5.9 PG-R) trending slightly right and up past smaller overhangs, to a stance beneath the final overhang. Pull the overhang just right of its widest part (5.10b/c G) or escape right and up (5.6).,From the GT ledge, halfway between the last pitches of , and Nemesis, at a short right-facing corner. ,The line moves up on lichen, frustratingly close to cleaner rock.,Normal Gunks rack. Pro gets better towards the top, but many of the lower gear placements are in very dirty",4, 5.10b/c,"Normal Gunks rack. Pro gets better towards the top, but many of the lower gear placements are in very dirty cracks.",http://www.mountainproject.com/v/armadillos-delight/108885016,mountainproject.com/v/d-strictly---shockleys/107039667,1.0,"From the GT ledge, halfway between the last pitches of , and Nemesis, at a short right-facing corner. , ,The line moves up on lichen, frustratingly close to cleaner rock.,Normal Gunks rack. Pro gets better towards the top, but many of the lower gear placements are in very",10.0,0,0,1,0,0,0,1.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slightly Roddey,b. Jackie and friends,"Trad, TR, 1 pitch, 25'",New York,"An interesting short problem in the giant roof between , and ,. The start has a few moves of crimpy slab climbing, then reach up and start pulling the obvious, chalked up holds on the roof. A sequency and somewhat powerful crux. ,A harder variation avoids the good holds and uses the loose flake undercling to the left. ,In 2010, the tree just above the roof was felled by a storm, which may radically change the anchor situation for this route.,Slightly Roddy is usually TR'd, but the gear seems ok. Set up a TR from Roddy or Belly",7, 5.10a,"Slightly Roddy is usually TR'd, but the gear seems ok. Set up a TR from Roddy or Belly Roll.",http://www.mountainproject.com/v/slightly-roddey/106692049,mountainproject.com/v/b-jackie-and-friends/107037580,2.6,,10.0,0,0,1,0,0,0,1.0,25.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Anguish,d. Strictly - Shockley's,"Trad, 2 pitches, 200'",New York,"P1, 5.8 PG: Climb up past the left-facing flake to a ledge at 30', step right, then straight up into an open book / dihedral capped by a roof. Move up and right (exiting left is ""thoughtful"" and harder), and belay at a stance (80 ft). ,P2, 5.5: Climb the face above, diagonaling right on easier rock to the GT ledge. ,P3, 5.8 PG: From the GT ledge, traverse to the right a bit (about 20 feet right of a small tree on the GT ledge, 10 feet left around the corner from three pines anchor) and make delicate moves over to a roof. Face climbing above leads to the top (50 ft). Be careful of large, loose rocks on this pitch.,40 feet right of ,'s right-facing corner, and left of ,. Look for the dihedral with a roof.,,",31, 5.8,"I felt like placing the pro was pretty strenuous, but I am leading pretty close to my limit at 5.8.",http://www.mountainproject.com/v/anguish/106031516,mountainproject.com/v/d-strictly---shockleys/107039667,2.1,"40 feet right of ,'s right-facing corner, and left of ,. Look for the dihedral with a roof.,,",8.0,0,0,1,0,0,0,2.0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Roddy,b. Jackie and friends,"Trad, 2 pitches, 125'",New York,"P1 - Climb the corner (#4 Camalot at top) then exit left at the left side of the large overhang and up to a ledge. Up the face to a nice ledge and oak tree belay/rap station. ,P2 - Go left about 10 feet, then climb up and right past several old pins to join , to a large pine tree at the top, or follow a corner above the belay to the top. The former version has nicer climbing and is a great lead for the beginning leader to get some exposure. The latter is the original P2. ,Descend via Radcliffe (closer and faster and a fun little downclimb, but more obscure) or the ,. Please do not rap off the top of the cliff in this area on a busy day.,At a tree just right of the obvious , chimney, and below a large overhang 20 feet up.,PG. #4 camalot nice at the P1 crux if 5.3 is near",17, 5.3,PG. #4 camalot nice at the P1 crux if 5.3 is near your limit.,http://www.mountainproject.com/v/roddy/106138089,mountainproject.com/v/b-jackie-and-friends/107037580,1.0,"At a tree just right of the obvious , chimney, and below a large overhang 20 feet up.,PG. #4 camalot nice at the P1 crux if 5.3 is near your",3.0,0,0,1,0,0,0,2.0,125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMC,b. Jackie and friends,"Trad, 3 pitches, 180'",New York,"P1 - Climb cracks and a short corner to a small overhang, then climb right on the top of the detached block. Or - scramble up the blocks leaning against the face to the right, to reach the same place. Up a crack (crux), then move left to a small ledge and tree. ,P2 - From the belay tree, step up and left, then climb the nice face over a small bulge (crux) and up a small right-facing corner to a nice ledge and another tree. ,P3 - Step left and climb the nice face past some old fixed pins (no need to clip, plenty of cam placements) with excellent gear to the top. ,There may be a rap station at the top, but it's actually faster to descend to the left via Radcliff or ,.,",96,5.5,Standard Gunks rack. G.,http://www.mountainproject.com/v/rmc/106134054,mountainproject.com/v/b-jackie-and-friends/107037580,2.4,"Below some broken cracks and a partially detached block, just a bit right and down from , and ,.,Standard Gunks rack.",5.0,0,0,1,0,0,0,3.0,180.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raubenheimer Special,b. Jackie and friends,"Trad, 2 pitches, 160'",New York,"Harder if shorter than 5' 9"" or so. ,P1 - Climb the rounded arete, then up right to a good ledge below a polished, 8-foot high,white face. Get good gear at your feet in the horizontal below the face. If you're tall, go straight up the face (crux) to the good horizontal at the top of the 8' high polished white face, plug in some gear, and pull the small bulge. If you're short, go left to the rounded nose, reach around left for a small crimp and step up. Then reach right to the good horizontal, place some gear, traverse a bit right and pull the small bulge. Continue up the nice face to a decent ledge. ,P2 - (Rarely done) Climb straight up on broken rock to a nose on the left. Follow it to the top. Descend via the Radcliff or Uberfall downclimbs. ,Variations - I prefer to traverse left from the P1 belay to the P2 belay tree of RMC and continue up the face from there. The traverse is sparsely protected, but very easy. You could also continue up P2 and P3 of Betty.,At a rounded arete, just left of the wide crack of Betty and about 60 feet right and up from the Jackie/Classic face.,,",26,5.8+,"Standard Gunks rack. The gear at the crux is bomber, but it's at you feet if you blow the move.",http://www.mountainproject.com/v/raubenheimer-special/106134067,mountainproject.com/v/b-jackie-and-friends/107037580,2.1,"At a rounded arete, just left of the wide crack of Betty and about 60 feet right and up from the Jackie/Classic face.,,",8.0,0,0,1,0,0,0,2.0,160.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pebbles,b. Jackie and friends,TR,New York,"Pebbles is one of the few routes in the Gunks to work on your ""slab"" climbing skills. Although the namesake of the bouldering area, Pebbles is decidedly listed with the routes as it is a much better idea to use a rope on this one... You could ""boulder"" the route but it is pretty high ball. The Williams guide calls this the Chockstone Boulder, but I've always just called it Pebbles. Start on the south face just off of the carriage road and move right to the arete. Avoiding the arete is a fun variation, but a little harder. I TR'd this at least once a year in my youth. Testing my balance and often my father's patience...,Right off the carriage road below the route Jackie. This is the right edge of the tall south facing slab.,Probably best done as a top rope (gear anchor).,",8, 5.7,Probably best done as a top rope (gear anchor).,http://www.mountainproject.com/v/pebbles/107134641,mountainproject.com/v/b-jackie-and-friends/107037580,1.6,"Right off the carriage road below the route Jackie. This is the right edge of the tall south facing slab.,Probably best done as a top rope (gear anchor).,",7.0,1,0,0,0,0,0,,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pink Laurel,b. Jackie and friends,"Trad, 1 pitch, 120'",New York,"Pink Laurel is a sunny and warm route, great for winter days. It uses quite a variety of climbing techniques to ascend the obvious left-facing orange and pink corner, just to the right of ,. ,P1: Start just right of ,, and climb up the offwidthy ramp on the right to a stance at the bottom of a chimney. Find a way up (crux) into the main corner system, then follow the corner up through the steep but relatively easy chimney sections above, to the big ledge. 5.9, 80 ft. ,You can build a belay in the corner, or traverse ~25 feet left to belay at the shared bolt anchor. ,P2: Climb through a long flake system located on the right, up the corner, past another roof to an arete, and head to the trees. ,P1 and P2 can be run together, but consider that the crux is quite low; between noise from the road and a set-back belay, it's unlikely that you'll hear your follower if s/he has trouble. ,Descend to the left via the ,.,,",66,5.9,"Standard rack. Gear is pumpy but plentiful through the crux, and you won't need anything large.",http://www.mountainproject.com/v/pink-laurel/105829266,mountainproject.com/v/b-jackie-and-friends/107037580,2.9,,9.0,0,0,1,0,0,0,1.0,120.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Miss Bailey,b. Jackie and friends,"Trad, 3 pitches, 150'",New York,"1. Climb the chimney to the top (no pro), hang around the corner (pro), then make awkward moves onto the belay ledge. ,2. Chimney a few moves, then stay left on the face following a fracture, using the back wall for stemming as well. The route Big Chimney stays in the chimney to the right. Belay at a ledge below a hand crack. From here, an easy traverse right would let you bail over to the Baby/Easy O bolts. ,3. Climb the hand crack to the overhang. Traverse right and into the next right-facing corner. Head up the corner and the face above to a tree belay.,To the right of Betty. The big obvious chimney to the right of the large, left-facing Matinee corner., ,Walk off via the ,, or head to the right and rappel down ,.,",35,5.8,Standard Gunks rack.,http://www.mountainproject.com/v/miss-bailey/106294643,mountainproject.com/v/b-jackie-and-friends/107037580,3.1,"To the right of Betty. The big obvious chimney to the right of the large, left-facing Matinee corner., , ,Walk off via the ,, or head to the right and rappel down",8.0,0,0,1,0,0,0,3.0,150.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
P38,b. Jackie and friends,"Trad, 1 pitch, 80'",New York,"This route was named for the 38 pitons used on the first ascent. ,Locate a large buttress 200' past the Uberfall, almost directly across from the ""Uber-pooper"", right before the trail that leads to , and ,. Look for a prominent left-leaning crack above a low bulge. ,P1: Start by pulling the small overhang below the left-leaning crack. Follow this mixed-size crack to a crux at the end of the crack. There is good gear nearby, but it's pumpy to hang out and place it. After pulling past the awkward crux move, head up and traverse left across a ledge system. There is a 5.8 move at the end of the traverse, which is a little runout. Continue up the finger crack above to the huge pine tree (note that it is rotting). ,Descend via Radcliffe, the , or downclimb the 4th-class chimney to the right.,Standard Rack, extra",74,5.10b,"Standard Rack, extra finger-size cams.",http://www.mountainproject.com/v/p38/105799049,mountainproject.com/v/b-jackie-and-friends/107037580,2.7,,10.0,0,0,1,0,0,0,1.0,80.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
